rec_id,season,year,month,hour,is_holiday,weekday,is_workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rent_count,temp_c,zona_suhu
767,Spring,2011,February,09:00,No,Friday,Yes,Mist + Cloudy,0.16,0.1818,0.8,0.1343,3,124,127,6.5600000000000005,Dingin
768,Spring,2011,February,10:00,No,Friday,Yes,Mist + Cloudy,0.2,0.2121,0.51,0.1343,5,46,51,8.200000000000001,Dingin
769,Spring,2011,February,11:00,No,Friday,Yes,Clear,0.22,0.2273,0.51,0.1642,3,61,64,9.02,Dingin
770,Spring,2011,February,12:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.48,0.1642,8,78,86,9.84,Dingin
771,Spring,2011,February,13:00,No,Friday,Yes,Mist + Cloudy,0.26,0.2576,0.5,0.2239,9,73,82,10.66,Sejuk
772,Spring,2011,February,14:00,No,Friday,Yes,Mist + Cloudy,0.28,0.2727,0.45,0.1642,15,76,91,11.48,Sejuk
773,Spring,2011,February,15:00,No,Friday,Yes,Mist + Cloudy,0.28,0.2727,0.48,0.2537,9,81,90,11.48,Sejuk
774,Spring,2011,February,16:00,No,Friday,Yes,Mist + Cloudy,0.3,0.2879,0.42,0.2239,8,91,99,12.299999999999999,Sejuk
775,Spring,2011,February,17:00,No,Friday,Yes,Mist + Cloudy,0.26,0.2727,0.56,0.1343,10,195,205,10.66,Sejuk
776,Spring,2011,February,18:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2576,0.6,0.1045,3,152,155,9.84,Dingin
777,Spring,2011,February,19:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.65,0.1343,1,102,103,9.84,Dingin
778,Spring,2011,February,20:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.65,0.1642,2,69,71,9.84,Dingin
779,Spring,2011,February,21:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.7,0.1642,2,41,43,9.84,Dingin
780,Spring,2011,February,22:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.65,0.1642,1,45,46,9.84,Dingin
781,Spring,2011,February,23:00,No,Friday,Yes,Mist + Cloudy,0.24,0.2424,0.7,0.1343,1,30,31,9.84,Dingin
782,Spring,2011,February,00:00,No,Saturday,No,Mist + Cloudy,0.24,0.2424,0.7,0.1642,3,36,39,9.84,Dingin
783,Spring,2011,February,01:00,No,Saturday,No,Mist + Cloudy,0.24,0.2424,0.65,0.1642,1,17,18,9.84,Dingin
784,Spring,2011,February,02:00,No,Saturday,No,Mist + Cloudy,0.24,0.2424,0.75,0.1642,5,12,17,9.84,Dingin
785,Spring,2011,February,03:00,No,Saturday,No,Mist + Cloudy,0.24,0.2424,0.75,0.1642,1,10,11,9.84,Dingin
786,Spring,2011,February,04:00,No,Saturday,No,Light Snow/Rain,0.22,0.2273,0.93,0.1343,0,8,8,9.02,Dingin
787,Spring,2011,February,05:00,No,Saturday,No,Light Snow/Rain,0.2,0.2273,1.0,0.0896,0,9,9,8.200000000000001,Dingin
788,Spring,2011,February,06:00,No,Saturday,No,Light Snow/Rain,0.2,0.2576,1.0,0.0,0,4,4,8.200000000000001,Dingin
789,Spring,2011,February,07:00,No,Saturday,No,Light Snow/Rain,0.22,0.2576,0.93,0.0896,0,4,4,9.02,Dingin
790,Spring,2011,February,08:00,No,Saturday,No,Light Snow/Rain,0.2,0.2273,1.0,0.0896,0,10,10,8.200000000000001,Dingin
791,Spring,2011,February,09:00,No,Saturday,No,Light Snow/Rain,0.2,0.2273,1.0,0.0896,3,17,20,8.200000000000001,Dingin
792,Spring,2011,February,10:00,No,Saturday,No,Light Snow/Rain,0.2,0.2121,1.0,0.1343,3,31,34,8.200000000000001,Dingin
793,Spring,2011,February,11:00,No,Saturday,No,Light Snow/Rain,0.22,0.2273,1.0,0.1343,1,46,47,9.02,Dingin
794,Spring,2011,February,12:00,No,Saturday,No,Light Snow/Rain,0.22,0.2273,1.0,0.1642,10,42,52,9.02,Dingin
795,Spring,2011,February,13:00,No,Saturday,No,Light Snow/Rain,0.22,0.2273,1.0,0.1642,10,62,72,9.02,Dingin
796,Spring,2011,February,14:00,No,Saturday,No,Light Snow/Rain,0.22,0.2727,1.0,0.0,5,50,55,9.02,Dingin
797,Spring,2011,February,15:00,No,Saturday,No,Light Snow/Rain,0.22,0.2727,1.0,0.0,11,49,60,9.02,Dingin
798,Spring,2011,February,16:00,No,Saturday,No,Light Snow/Rain,0.22,0.2273,1.0,0.1343,8,63,71,9.02,Dingin
799,Spring,2011,February,17:00,No,Saturday,No,Mist + Cloudy,0.24,0.2121,1.0,0.2836,14,64,78,9.84,Dingin
800,Spring,2011,February,18:00,No,Saturday,No,Mist + Cloudy,0.28,0.2424,0.93,0.4478,2,81,83,11.48,Sejuk
801,Spring,2011,February,19:00,No,Saturday,No,Mist + Cloudy,0.28,0.2424,0.93,0.4478,6,78,84,11.48,Sejuk
802,Spring,2011,February,20:00,No,Saturday,No,Clear,0.3,0.2879,0.87,0.2537,5,64,69,12.299999999999999,Sejuk
803,Spring,2011,February,21:00,No,Saturday,No,Clear,0.26,0.2576,1.0,0.194,3,53,56,10.66,Sejuk
804,Spring,2011,February,22:00,No,Saturday,No,Clear,0.26,0.2727,0.93,0.1343,2,43,45,10.66,Sejuk
805,Spring,2011,February,23:00,No,Saturday,No,Clear,0.26,0.2576,0.93,0.2239,7,52,59,10.66,Sejuk
806,Spring,2011,February,00:00,No,Sunday,No,Clear,0.26,0.2576,0.7,0.194,2,37,39,10.66,Sejuk
807,Spring,2011,February,01:00,No,Sunday,No,Clear,0.26,0.2273,0.65,0.4179,4,40,44,10.66,Sejuk
808,Spring,2011,February,02:00,No,Sunday,No,Clear,0.26,0.2273,0.6,0.3284,0,20,20,10.66,Sejuk
809,Spring,2011,February,03:00,No,Sunday,No,Clear,0.26,0.2879,0.6,0.0896,3,10,13,10.66,Sejuk
810,Spring,2011,February,04:00,No,Sunday,No,Clear,0.26,0.2273,0.6,0.3582,0,2,2,10.66,Sejuk
811,Spring,2011,February,05:00,No,Sunday,No,Clear,0.26,0.2576,0.6,0.2239,0,1,1,10.66,Sejuk
812,Spring,2011,February,06:00,No,Sunday,No,Clear,0.26,0.2576,0.6,0.2239,0,1,1,10.66,Sejuk
813,Spring,2011,February,07:00,No,Sunday,No,Clear,0.24,0.2424,0.65,0.1642,0,8,8,9.84,Dingin
814,Spring,2011,February,08:00,No,Sunday,No,Clear,0.24,0.2576,0.65,0.1045,2,21,23,9.84,Dingin
815,Spring,2011,February,09:00,No,Sunday,No,Clear,0.28,0.2879,0.56,0.1045,7,38,45,11.48,Sejuk
816,Spring,2011,February,10:00,No,Sunday,No,Clear,0.3,0.2879,0.52,0.2537,15,74,89,12.299999999999999,Sejuk
817,Spring,2011,February,11:00,No,Sunday,No,Clear,0.32,0.303,0.49,0.2537,28,89,117,13.120000000000001,Sejuk
818,Spring,2011,February,12:00,No,Sunday,No,Clear,0.34,0.3333,0.46,0.0,48,126,174,13.940000000000001,Sejuk
819,Spring,2011,February,13:00,No,Sunday,No,Clear,0.34,0.3636,0.46,0.0,47,135,182,13.940000000000001,Sejuk
820,Spring,2011,February,14:00,No,Sunday,No,Clear,0.34,0.3485,0.46,0.0896,47,114,161,13.940000000000001,Sejuk
821,Spring,2011,February,15:00,No,Sunday,No,Clear,0.34,0.3485,0.46,0.0896,52,130,182,13.940000000000001,Sejuk
822,Spring,2011,February,16:00,No,Sunday,No,Clear,0.34,0.3485,0.49,0.1045,42,115,157,13.940000000000001,Sejuk
823,Spring,2011,February,17:00,No,Sunday,No,Clear,0.34,0.3636,0.46,0.0,24,97,121,13.940000000000001,Sejuk
824,Spring,2011,February,18:00,No,Sunday,No,Clear,0.3,0.303,0.56,0.1642,13,65,78,12.299999999999999,Sejuk
825,Spring,2011,February,19:00,No,Sunday,No,Clear,0.28,0.2879,0.61,0.1343,1,20,21,11.48,Sejuk
826,Spring,2011,February,20:00,No,Sunday,No,Clear,0.28,0.2879,0.61,0.1045,5,21,26,11.48,Sejuk
827,Spring,2011,February,21:00,No,Sunday,No,Clear,0.26,0.303,0.6,0.0,5,22,27,10.66,Sejuk
828,Spring,2011,February,22:00,No,Sunday,No,Clear,0.26,0.303,0.6,0.0,5,57,62,10.66,Sejuk
829,Spring,2011,February,23:00,No,Sunday,No,Clear,0.24,0.2879,0.65,0.0,4,26,30,9.84,Dingin
830,Spring,2011,February,00:00,No,Monday,Yes,Clear,0.24,0.2879,0.65,0.0,1,14,15,9.84,Dingin
831,Spring,2011,February,01:00,No,Monday,Yes,Clear,0.22,0.2727,0.75,0.0,1,4,5,9.02,Dingin
832,Spring,2011,February,02:00,No,Monday,Yes,Clear,0.2,0.2576,0.8,0.0,0,3,3,8.200000000000001,Dingin
833,Spring,2011,February,03:00,No,Monday,Yes,Clear,0.2,0.2576,0.86,0.0,0,1,1,8.200000000000001,Dingin
834,Spring,2011,February,04:00,No,Monday,Yes,Clear,0.2,0.2576,0.86,0.0,1,1,2,8.200000000000001,Dingin
835,Spring,2011,February,05:00,No,Monday,Yes,Clear,0.2,0.2576,0.86,0.0,1,9,10,8.200000000000001,Dingin
836,Spring,2011,February,06:00,No,Monday,Yes,Clear,0.18,0.2424,0.93,0.0,1,29,30,7.38,Dingin
837,Spring,2011,February,07:00,No,Monday,Yes,Clear,0.18,0.2424,0.86,0.0,6,89,95,7.38,Dingin
838,Spring,2011,February,08:00,No,Monday,Yes,Mist + Cloudy,0.16,0.2273,1.0,0.0,7,223,230,6.5600000000000005,Dingin
839,Spring,2011,February,09:00,No,Monday,Yes,Clear,0.22,0.2727,0.8,0.0,3,115,118,9.02,Dingin
840,Spring,2011,February,10:00,No,Monday,Yes,Clear,0.24,0.2576,0.75,0.1045,6,49,55,9.84,Dingin
841,Spring,2011,February,11:00,No,Monday,Yes,Clear,0.3,0.3182,0.65,0.0896,11,36,47,12.299999999999999,Sejuk
842,Spring,2011,February,12:00,No,Monday,Yes,Mist + Cloudy,0.32,0.3485,0.62,0.0,7,59,66,13.120000000000001,Sejuk
843,Spring,2011,February,13:00,No,Monday,Yes,Mist + Cloudy,0.36,0.3636,0.57,0.0896,10,54,64,14.76,Sejuk
844,Spring,2011,February,14:00,No,Monday,Yes,Mist + Cloudy,0.36,0.3636,0.57,0.0896,8,52,60,14.76,Sejuk
845,Spring,2011,February,15:00,No,Monday,Yes,Mist + Cloudy,0.38,0.3939,0.54,0.0896,4,46,50,15.58,Sejuk
846,Spring,2011,February,16:00,No,Monday,Yes,Mist + Cloudy,0.36,0.3485,0.57,0.1343,16,98,114,14.76,Sejuk
847,Spring,2011,February,17:00,No,Monday,Yes,Mist + Cloudy,0.32,0.3182,0.7,0.1642,9,207,216,13.120000000000001,Sejuk
848,Spring,2011,February,18:00,No,Monday,Yes,Mist + Cloudy,0.34,0.3333,0.66,0.1343,5,170,175,13.940000000000001,Sejuk
849,Spring,2011,February,19:00,No,Monday,Yes,Mist + Cloudy,0.32,0.3485,0.7,0.0,5,123,128,13.120000000000001,Sejuk
850,Spring,2011,February,20:00,No,Monday,Yes,Mist + Cloudy,0.32,0.3333,0.7,0.1045,6,82,88,13.120000000000001,Sejuk
851,Spring,2011,February,21:00,No,Monday,Yes,Clear,0.32,0.3485,0.7,0.0,3,75,78,13.120000000000001,Sejuk
852,Spring,2011,February,22:00,No,Monday,Yes,Clear,0.28,0.303,0.81,0.0896,3,34,37,11.48,Sejuk
853,Spring,2011,February,23:00,No,Monday,Yes,Mist + Cloudy,0.3,0.3333,0.81,0.0,6,19,25,12.299999999999999,Sejuk
854,Spring,2011,February,00:00,No,Tuesday,Yes,Mist + Cloudy,0.28,0.3182,0.87,0.0,4,6,10,11.48,Sejuk
855,Spring,2011,February,01:00,No,Tuesday,Yes,Mist + Cloudy,0.28,0.3182,0.87,0.0,0,4,4,11.48,Sejuk
856,Spring,2011,February,02:00,No,Tuesday,Yes,Mist + Cloudy,0.26,0.2727,0.93,0.1045,1,1,2,10.66,Sejuk
857,Spring,2011,February,03:00,No,Tuesday,Yes,Light Snow/Rain,0.28,0.2727,0.93,0.1642,0,1,1,11.48,Sejuk
858,Spring,2011,February,04:00,No,Tuesday,Yes,Clear,0.26,0.2576,0.93,0.1642,0,3,3,10.66,Sejuk
859,Spring,2011,February,05:00,No,Tuesday,Yes,Clear,0.26,0.2273,0.81,0.3284,0,2,2,10.66,Sejuk
860,Spring,2011,February,06:00,No,Tuesday,Yes,Clear,0.26,0.2273,0.7,0.3284,0,39,39,10.66,Sejuk
861,Spring,2011,February,07:00,No,Tuesday,Yes,Clear,0.24,0.197,0.65,0.4179,3,97,100,9.84,Dingin
862,Spring,2011,February,08:00,No,Tuesday,Yes,Clear,0.24,0.197,0.56,0.4925,7,236,243,9.84,Dingin
863,Spring,2011,February,09:00,No,Tuesday,Yes,Clear,0.24,0.197,0.52,0.4925,7,128,135,9.84,Dingin
864,Spring,2011,February,10:00,No,Tuesday,Yes,Clear,0.22,0.1818,0.47,0.5522,4,44,48,9.02,Dingin
865,Spring,2011,February,11:00,No,Tuesday,Yes,Clear,0.22,0.1818,0.47,0.4627,1,49,50,9.02,Dingin
866,Spring,2011,February,12:00,No,Tuesday,Yes,Clear,0.24,0.197,0.38,0.4925,2,63,65,9.84,Dingin
867,Spring,2011,February,13:00,No,Tuesday,Yes,Mist + Cloudy,0.24,0.197,0.32,0.4478,2,48,50,9.84,Dingin
868,Spring,2011,February,14:00,No,Tuesday,Yes,Clear,0.22,0.197,0.37,0.4179,3,61,64,9.02,Dingin
869,Spring,2011,February,15:00,No,Tuesday,Yes,Clear,0.22,0.197,0.35,0.3881,6,45,51,9.02,Dingin
870,Spring,2011,February,16:00,No,Tuesday,Yes,Clear,0.22,0.1818,0.35,0.5224,4,79,83,9.02,Dingin
871,Spring,2011,February,17:00,No,Tuesday,Yes,Clear,0.22,0.1818,0.32,0.5821,4,172,176,9.02,Dingin
872,Spring,2011,February,18:00,No,Tuesday,Yes,Clear,0.2,0.1818,0.32,0.3881,1,151,152,8.200000000000001,Dingin
873,Spring,2011,February,19:00,No,Tuesday,Yes,Clear,0.16,0.1212,0.4,0.4627,1,100,101,6.5600000000000005,Dingin
874,Spring,2011,February,20:00,No,Tuesday,Yes,Clear,0.16,0.1364,0.4,0.3284,3,53,56,6.5600000000000005,Dingin
875,Spring,2011,February,21:00,No,Tuesday,Yes,Clear,0.14,0.1061,0.33,0.4627,8,46,54,5.74,Dingin
876,Spring,2011,February,22:00,No,Tuesday,Yes,Clear,0.12,0.1061,0.33,0.3582,0,29,29,4.92,Dingin
877,Spring,2011,February,23:00,No,Tuesday,Yes,Clear,0.12,0.1061,0.33,0.3284,3,9,12,4.92,Dingin
878,Spring,2011,February,00:00,No,Wednesday,Yes,Clear,0.1,0.0758,0.36,0.3582,0,17,17,4.1000000000000005,Dingin
879,Spring,2011,February,01:00,No,Wednesday,Yes,Clear,0.1,0.1061,0.36,0.2239,0,7,7,4.1000000000000005,Dingin
880,Spring,2011,February,02:00,No,Wednesday,Yes,Clear,0.08,0.0758,0.38,0.2836,1,2,3,3.2800000000000002,Dingin
881,Spring,2011,February,03:00,No,Wednesday,Yes,Clear,0.06,0.0758,0.45,0.1343,0,2,2,2.46,Dingin
882,Spring,2011,February,05:00,No,Wednesday,Yes,Clear,0.06,0.1061,0.45,0.1045,0,7,7,2.46,Dingin
883,Spring,2011,February,06:00,No,Wednesday,Yes,Clear,0.06,0.1515,0.45,0.0,0,43,43,2.46,Dingin
884,Spring,2011,February,07:00,No,Wednesday,Yes,Clear,0.06,0.1061,0.49,0.1045,4,95,99,2.46,Dingin
885,Spring,2011,February,08:00,No,Wednesday,Yes,Clear,0.1,0.1364,0.42,0.0,1,198,199,4.1000000000000005,Dingin
886,Spring,2011,February,09:00,No,Wednesday,Yes,Clear,0.12,0.1364,0.39,0.1642,4,119,123,4.92,Dingin
887,Spring,2011,February,10:00,No,Wednesday,Yes,Clear,0.14,0.1818,0.36,0.0,8,51,59,5.74,Dingin
888,Spring,2011,February,11:00,No,Wednesday,Yes,Mist + Cloudy,0.14,0.1515,0.43,0.1642,1,40,41,5.74,Dingin
889,Spring,2011,February,12:00,No,Wednesday,Yes,Mist + Cloudy,0.18,0.1818,0.4,0.2239,4,57,61,7.38,Dingin
890,Spring,2011,February,13:00,No,Wednesday,Yes,Clear,0.18,0.1667,0.4,0.2537,2,67,69,7.38,Dingin
891,Spring,2011,February,14:00,No,Wednesday,Yes,Clear,0.2,0.1818,0.34,0.2985,2,56,58,8.200000000000001,Dingin
892,Spring,2011,February,15:00,No,Wednesday,Yes,Mist + Cloudy,0.2,0.1818,0.34,0.2836,3,61,64,8.200000000000001,Dingin
893,Spring,2011,February,16:00,No,Wednesday,Yes,Mist + Cloudy,0.2,0.197,0.37,0.2537,7,72,79,8.200000000000001,Dingin
894,Spring,2011,February,17:00,No,Wednesday,Yes,Mist + Cloudy,0.2,0.197,0.34,0.2537,9,157,166,8.200000000000001,Dingin
895,Spring,2011,February,18:00,No,Wednesday,Yes,Mist + Cloudy,0.18,0.1667,0.47,0.2985,2,168,170,7.38,Dingin
896,Spring,2011,February,19:00,No,Wednesday,Yes,Light Snow/Rain,0.14,0.1212,0.86,0.2537,1,87,88,5.74,Dingin
897,Spring,2011,February,20:00,No,Wednesday,Yes,Light Snow/Rain,0.14,0.1515,0.86,0.1642,0,84,84,5.74,Dingin
898,Spring,2011,February,21:00,No,Wednesday,Yes,Mist + Cloudy,0.14,0.1515,0.86,0.1642,0,83,83,5.74,Dingin
899,Spring,2011,February,22:00,No,Wednesday,Yes,Light Snow/Rain,0.16,0.1667,0.8,0.1642,4,42,46,6.5600000000000005,Dingin
900,Spring,2011,February,23:00,No,Wednesday,Yes,Light Snow/Rain,0.16,0.1515,0.8,0.194,0,37,37,6.5600000000000005,Dingin
901,Spring,2011,February,00:00,No,Thursday,Yes,Light Snow/Rain,0.14,0.1364,0.86,0.194,0,16,16,5.74,Dingin
902,Spring,2011,February,01:00,No,Thursday,Yes,Light Snow/Rain,0.14,0.1515,0.8,0.1343,0,7,7,5.74,Dingin
903,Spring,2011,February,02:00,No,Thursday,Yes,Light Snow/Rain,0.14,0.1515,0.8,0.1343,0,3,3,5.74,Dingin
904,Spring,2011,February,04:00,No,Thursday,Yes,Mist + Cloudy,0.14,0.1364,0.59,0.2239,0,1,1,5.74,Dingin
905,Spring,2011,February,05:00,No,Thursday,Yes,Mist + Cloudy,0.12,0.1212,0.5,0.2239,0,6,6,4.92,Dingin
906,Spring,2011,February,06:00,No,Thursday,Yes,Mist + Cloudy,0.12,0.1212,0.54,0.2836,0,26,26,4.92,Dingin
907,Spring,2011,February,07:00,No,Thursday,Yes,Clear,0.1,0.0758,0.5,0.4179,0,99,99,4.1000000000000005,Dingin
908,Spring,2011,February,08:00,No,Thursday,Yes,Clear,0.1,0.0758,0.49,0.3284,5,173,178,4.1000000000000005,Dingin
909,Spring,2011,February,09:00,No,Thursday,Yes,Clear,0.12,0.1061,0.42,0.3582,1,121,122,4.92,Dingin
910,Spring,2011,February,10:00,No,Thursday,Yes,Clear,0.12,0.1061,0.42,0.2985,1,34,35,4.92,Dingin
911,Spring,2011,February,11:00,No,Thursday,Yes,Clear,0.14,0.1212,0.39,0.3582,1,44,45,5.74,Dingin
912,Spring,2011,February,12:00,No,Thursday,Yes,Clear,0.16,0.1364,0.34,0.3881,4,65,69,6.5600000000000005,Dingin
913,Spring,2011,February,13:00,No,Thursday,Yes,Clear,0.18,0.1667,0.29,0.2985,3,59,62,7.38,Dingin
914,Spring,2011,February,14:00,No,Thursday,Yes,Clear,0.2,0.1818,0.27,0.2836,6,42,48,8.200000000000001,Dingin
915,Spring,2011,February,15:00,No,Thursday,Yes,Clear,0.2,0.197,0.25,0.2537,0,50,50,8.200000000000001,Dingin
916,Spring,2011,February,16:00,No,Thursday,Yes,Clear,0.2,0.1818,0.27,0.2985,4,76,80,8.200000000000001,Dingin
917,Spring,2011,February,17:00,No,Thursday,Yes,Clear,0.18,0.1818,0.26,0.194,6,159,165,7.38,Dingin
918,Spring,2011,February,18:00,No,Thursday,Yes,Clear,0.16,0.1818,0.28,0.1343,3,157,160,6.5600000000000005,Dingin
919,Spring,2011,February,19:00,No,Thursday,Yes,Clear,0.14,0.1667,0.28,0.1045,2,110,112,5.74,Dingin
920,Spring,2011,February,20:00,No,Thursday,Yes,Clear,0.14,0.1818,0.31,0.0896,4,93,97,5.74,Dingin
921,Spring,2011,February,21:00,No,Thursday,Yes,Clear,0.14,0.2121,0.39,0.0,2,70,72,5.74,Dingin
922,Spring,2011,February,22:00,No,Thursday,Yes,Clear,0.12,0.197,0.39,0.0,4,47,51,4.92,Dingin
923,Spring,2011,February,23:00,No,Thursday,Yes,Clear,0.12,0.1515,0.42,0.1045,1,33,34,4.92,Dingin
924,Spring,2011,February,00:00,No,Friday,Yes,Clear,0.1,0.1364,0.49,0.1045,2,12,14,4.1000000000000005,Dingin
925,Spring,2011,February,01:00,No,Friday,Yes,Clear,0.1,0.1364,0.54,0.0896,1,6,7,4.1000000000000005,Dingin
926,Spring,2011,February,02:00,No,Friday,Yes,Clear,0.1,0.1364,0.54,0.0896,0,3,3,4.1000000000000005,Dingin
927,Spring,2011,February,05:00,No,Friday,Yes,Clear,0.08,0.1212,0.63,0.0896,0,4,4,3.2800000000000002,Dingin
928,Spring,2011,February,06:00,No,Friday,Yes,Clear,0.1,0.1818,0.68,0.0,1,23,24,4.1000000000000005,Dingin
929,Spring,2011,February,07:00,No,Friday,Yes,Clear,0.08,0.1667,0.73,0.0,1,73,74,3.2800000000000002,Dingin
930,Spring,2011,February,08:00,No,Friday,Yes,Clear,0.1,0.1212,0.74,0.1642,4,212,216,4.1000000000000005,Dingin
931,Spring,2011,February,09:00,No,Friday,Yes,Clear,0.12,0.1212,0.74,0.2239,8,132,140,4.92,Dingin
932,Spring,2011,February,10:00,No,Friday,Yes,Clear,0.14,0.1364,0.69,0.194,5,39,44,5.74,Dingin
933,Spring,2011,February,11:00,No,Friday,Yes,Clear,0.22,0.2273,0.47,0.1343,12,52,64,9.02,Dingin
934,Spring,2011,February,12:00,No,Friday,Yes,Clear,0.22,0.2273,0.47,0.1343,7,64,71,9.02,Dingin
935,Spring,2011,February,13:00,No,Friday,Yes,Clear,0.24,0.2273,0.35,0.194,21,89,110,9.84,Dingin
936,Spring,2011,February,14:00,No,Friday,Yes,Clear,0.3,0.2879,0.26,0.2537,17,67,84,12.299999999999999,Sejuk
937,Spring,2011,February,15:00,No,Friday,Yes,Clear,0.32,0.3182,0.21,0.1642,12,62,74,13.120000000000001,Sejuk
938,Spring,2011,February,16:00,No,Friday,Yes,Clear,0.3,0.2879,0.28,0.194,14,111,125,12.299999999999999,Sejuk
939,Spring,2011,February,17:00,No,Friday,Yes,Clear,0.3,0.3333,0.24,0.0,18,193,211,12.299999999999999,Sejuk
940,Spring,2011,February,18:00,No,Friday,Yes,Clear,0.28,0.3182,0.28,0.0,9,165,174,11.48,Sejuk
941,Spring,2011,February,19:00,No,Friday,Yes,Clear,0.26,0.303,0.33,0.0,7,94,101,10.66,Sejuk
942,Spring,2011,February,20:00,No,Friday,Yes,Clear,0.22,0.2273,0.55,0.1343,2,61,63,9.02,Dingin
943,Spring,2011,February,21:00,No,Friday,Yes,Clear,0.2,0.2121,0.59,0.1343,1,46,47,8.200000000000001,Dingin
944,Spring,2011,February,22:00,No,Friday,Yes,Clear,0.2,0.2273,0.64,0.0896,2,41,43,8.200000000000001,Dingin
945,Spring,2011,February,23:00,No,Friday,Yes,Clear,0.18,0.2424,0.69,0.0,5,48,53,7.38,Dingin
946,Spring,2011,February,00:00,No,Saturday,No,Clear,0.16,0.197,0.69,0.0896,3,27,30,6.5600000000000005,Dingin
947,Spring,2011,February,01:00,No,Saturday,No,Clear,0.14,0.2121,0.86,0.0,2,22,24,5.74,Dingin
948,Spring,2011,February,02:00,No,Saturday,No,Clear,0.14,0.2121,0.8,0.0,2,13,15,5.74,Dingin
949,Spring,2011,February,03:00,No,Saturday,No,Clear,0.12,0.197,0.8,0.0,3,7,10,4.92,Dingin
950,Spring,2011,February,04:00,No,Saturday,No,Clear,0.12,0.1667,0.74,0.0896,0,4,4,4.92,Dingin
951,Spring,2011,February,05:00,No,Saturday,No,Clear,0.12,0.1667,0.74,0.0896,0,1,1,4.92,Dingin
952,Spring,2011,February,06:00,No,Saturday,No,Clear,0.12,0.1364,0.93,0.194,1,1,2,4.92,Dingin
953,Spring,2011,February,07:00,No,Saturday,No,Clear,0.12,0.1515,0.8,0.1045,2,9,11,4.92,Dingin
954,Spring,2011,February,08:00,No,Saturday,No,Clear,0.14,0.1515,0.86,0.1343,2,28,30,5.74,Dingin
955,Spring,2011,February,09:00,No,Saturday,No,Clear,0.16,0.1818,0.64,0.1343,5,38,43,6.5600000000000005,Dingin
956,Spring,2011,February,10:00,No,Saturday,No,Clear,0.22,0.2121,0.41,0.2537,13,71,84,9.02,Dingin
957,Spring,2011,February,11:00,No,Saturday,No,Clear,0.3,0.2727,0.28,0.3284,30,84,114,12.299999999999999,Sejuk
958,Spring,2011,February,12:00,No,Saturday,No,Clear,0.3,0.2727,0.39,0.4627,27,93,120,12.299999999999999,Sejuk
959,Spring,2011,February,13:00,No,Saturday,No,Clear,0.3,0.2727,0.39,0.4179,32,103,135,12.299999999999999,Sejuk
960,Spring,2011,February,14:00,No,Saturday,No,Clear,0.34,0.3182,0.31,0.2836,30,90,120,13.940000000000001,Sejuk
961,Spring,2011,February,15:00,No,Saturday,No,Clear,0.34,0.303,0.29,0.4179,47,127,174,13.940000000000001,Sejuk
962,Spring,2011,February,16:00,No,Saturday,No,Clear,0.34,0.303,0.29,0.4179,42,103,145,13.940000000000001,Sejuk
963,Spring,2011,February,17:00,No,Saturday,No,Clear,0.32,0.2879,0.31,0.5224,24,113,137,13.120000000000001,Sejuk
964,Spring,2011,February,18:00,No,Saturday,No,Clear,0.28,0.2576,0.38,0.3284,4,60,64,11.48,Sejuk
965,Spring,2011,February,19:00,No,Saturday,No,Clear,0.28,0.2727,0.38,0.1642,2,39,41,11.48,Sejuk
966,Spring,2011,February,20:00,No,Saturday,No,Clear,0.26,0.2576,0.41,0.2239,1,39,40,10.66,Sejuk
967,Spring,2011,February,21:00,No,Saturday,No,Clear,0.26,0.303,0.41,0.0,9,42,51,10.66,Sejuk
968,Spring,2011,February,22:00,No,Saturday,No,Clear,0.24,0.2576,0.44,0.0896,6,39,45,9.84,Dingin
969,Spring,2011,February,23:00,No,Saturday,No,Clear,0.22,0.2273,0.51,0.1343,1,31,32,9.02,Dingin
970,Spring,2011,February,00:00,No,Sunday,No,Clear,0.2,0.2273,0.64,0.1045,5,34,39,8.200000000000001,Dingin
971,Spring,2011,February,01:00,No,Sunday,No,Clear,0.2,0.2273,0.59,0.0896,1,23,24,8.200000000000001,Dingin
972,Spring,2011,February,02:00,No,Sunday,No,Mist + Cloudy,0.2,0.2273,0.75,0.0896,1,19,20,8.200000000000001,Dingin
973,Spring,2011,February,03:00,No,Sunday,No,Mist + Cloudy,0.2,0.2273,0.69,0.1045,4,8,12,8.200000000000001,Dingin
974,Spring,2011,February,04:00,No,Sunday,No,Mist + Cloudy,0.2,0.2121,0.69,0.1642,0,2,2,8.200000000000001,Dingin
975,Spring,2011,February,06:00,No,Sunday,No,Mist + Cloudy,0.2,0.2121,0.69,0.1343,2,3,5,8.200000000000001,Dingin
976,Spring,2011,February,07:00,No,Sunday,No,Mist + Cloudy,0.22,0.2727,0.55,0.0,0,3,3,9.02,Dingin
977,Spring,2011,February,08:00,No,Sunday,No,Mist + Cloudy,0.22,0.2273,0.64,0.194,1,11,12,9.02,Dingin
